Original Affiliation,Canonical Affiliation,Cluster ID
"Advanced Micro Devices, Sunnyvale, CA 94088-3453, United States","Advanced Micro Devices, Sunnyvale, CA, United States",154
"Advanced Micro Devices, Sunnyvale, CA 95088, United States","Advanced Micro Devices, Sunnyvale, CA, United States",154
"Cavendish Laboratory, University of Cambridge, J. J. Thomson Avenue, Cambridge, CB3 0HE, United Kingdom","Cavendish Laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom",155
"Cavendish Laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom","Cavendish Laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom",155
"Cavendish Laboratory, University of Cambridge, J.J. Thomson Avenue, Cambridge, CB3 0HE, United Kingdom","Cavendish Laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom",155
"Cavendish Laboratory, University of Cambridge, J J Thomson Avenue, Cambridge CB3 0HE, United Kingdom","Cavendish Laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom",155
"Cavendish Laboratory, University of Cambridge, J J Thomson Avenue, Cambridge, CB3 0HE, United Kingdom","Cavendish Laboratory, University of Cambridge, JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom",155
"Center for Photochemical Sciences, Bowling Green State University, Bowling Green, 43403, OH, United States, Department of Physics, Bowling Green State University, Bowling Green, 43403, OH, United States","Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States",156
"Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States","Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States",156
"Center for Photochemical Sciences, Bowling Green State University, Bowling Green, 43403, OH, United States, Department of Physics and Astronomy, Bowling Green State University, Bowling Green, 43403, OH, United States","Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States",156
"Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Chemistry, Bowling Green State University, Bowling Green, OH 43403, United States","Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States",156
"Center for Photochemical Sciences, Bowling Green State University, Bowling Green, 43403, OH, United States, Department of Chemistry, Bowling Green State University, Bowling Green, 43403, OH, United States","Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States",156
"The Center for Photochemical Sciences, Bowling Green State University, Bowling Green, 43403, OH, United States, Department of Physics, Bowling Green State University, Bowling Green, 43403, OH, United States","Center for Photochemical Sciences, Bowling Green State University, Bowling Green, OH 43403, United States, Department of Physics, Bowling Green State University, Bowling Green, OH 43403, United States",156
"Chemical Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, 94720, CA, United States","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States",157
"Materials Science Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States",157
"Materials Science Division, Lawrence Berkeley National Laboratory, Berkeley, 94720, CA, United States","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States",157
"Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States",157
"Material Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States",157
"Nuclear Science Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States",157
"Department of Applied Physics, Yale University, New Haven, CT 06520, United States","Department of Physics, Yale University, New Haven, CT 06511, United States",158
"Department of Applied Physics, Yale University, New Haven, 06511, CT, United States","Department of Physics, Yale University, New Haven, CT 06511, United States",158
"Department of Physics, Yale University, New Haven, 06520, CT, United States","Department of Physics, Yale University, New Haven, CT 06511, United States",158
"Department of Applied Physics, Yale University, New Haven, CT, United States","Department of Physics, Yale University, New Haven, CT 06511, United States",158
"Department of Applied Physics, Yale University, New Haven, CT 06520-8284, United States","Department of Physics, Yale University, New Haven, CT 06511, United States",158
"Department of Physics, Yale University, New Haven, CT 06511, United States","Department of Physics, Yale University, New Haven, CT 06511, United States",158
"Department of Chemistry, Northwestern University, Evanston, IL 60208, 2145 Sheridan Road, United States","Department of Chemistry, Northwestern University, Evanston, IL 60208, 2145 Sheridan Rd., United States",159
"Department of Physics and Astronomy, Northwestern University, Evanston, IL 60208, 2145 Sheridan Road, United States","Department of Chemistry, Northwestern University, Evanston, IL 60208, 2145 Sheridan Rd., United States",159
"Department of Chemistry, Northwestern University, Evanston, IL 60208, 2145 Sheridan Rd., United States","Department of Chemistry, Northwestern University, Evanston, IL 60208, 2145 Sheridan Rd., United States",159
"Department of Chemistry, University of Michigan, Ann Arbor, 48109, MI, United States","Department of Chemistry, University of Michigan, Ann Arbor, MI 48109, United States",160
"Department of Chemical Engineering, University of Michigan, Ann Arbor, 48109, MI, United States","Department of Chemistry, University of Michigan, Ann Arbor, MI 48109, United States",160
"Department of Physics, University of Michigan, Ann Arbor, 48109-1040, MI, United States","Department of Chemistry, University of Michigan, Ann Arbor, MI 48109, United States",160
"Department of Chemistry, University of Michigan, Ann Arbor, 48109-1055, MI, United States","Department of Chemistry, University of Michigan, Ann Arbor, MI 48109, United States",160
"Department of Chemistry, University of Michigan, Ann Arbor, MI 48109, United States","Department of Chemistry, University of Michigan, Ann Arbor, MI 48109, United States",160
"Department of Electrical and Computer Engineering, University of Rochester, Rochester, 14627, NY, United States","Department of Electrical Engineering, University of Rochester, Rochester, NY 14627, United States",161
"Department of Electrical Engineering, University of Rochester, Rochester, NY 14627, United States","Department of Electrical Engineering, University of Rochester, Rochester, NY 14627, United States",161
"Department of Electrical and Computer Engineering, University of Rochester, Rochester, NY 14627, United States","Department of Electrical Engineering, University of Rochester, Rochester, NY 14627, United States",161
"Department of Electrical and Computer Engineering, University of Rochester, Rochester, NY, United States","Department of Electrical Engineering, University of Rochester, Rochester, NY 14627, United States",161
"Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706, 1415 Engineering Drive, United States","Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, United States",162
"Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, United States","Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, United States",162
"Department of Chemical and Biological Engineering, University of Wisconsin-Madison, Madison, WI 53706, 1415 Engineering Drive, United States","Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, United States",162
"Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, 1415 Engineering Drive, United States","Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, United States",162
"Department of Electrical and Computer Engineering, University of Wisconsin - Madison, Madison, WI 53706, 1415 Engineering Dr., United States","Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI 53706-1691, United States",162
"Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong","Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology, Hong Kong, Hong Kong",163
"Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology, Hong Kong, Hong Kong","Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology, Hong Kong, Hong Kong",163
"Department of Physics and Astronomy, Stony Brook University, Stony Brook, 11794, NY, United States","Department of Physics, Stony Brook University, Stony Brook, 11794, NY, United States",164
"Department of Chemistry, Stony Brook University, Stony Brook, 11794, NY, United States","Department of Physics, Stony Brook University, Stony Brook, 11794, NY, United States",164
"Department of Physics and Astronomy, Stony Brook University, Stony Brook, NY, United States","Department of Physics, Stony Brook University, Stony Brook, 11794, NY, United States",164
"Department of Physics and Astronomy, Stony Brook University, Stony Brook, NY 11794-3800, United States","Department of Physics, Stony Brook University, Stony Brook, 11794, NY, United States",164
"Department of Physics, Stony Brook University, Stony Brook, 11794, NY, United States","Department of Physics, Stony Brook University, Stony Brook, 11794, NY, United States",164
"Department of Physics and Astronomy, University of Pittsburgh, Pittsburgh, 15260, PA, United States, Pittsburgh Quantum Institute, Pittsburgh, 15260, PA, United States","Department of Physics and Astronomy, University of Pittsburgh, Pittsburgh, 15260, PA, United States, Pittsburgh Quantum Institute, Pittsburgh, 15260, PA, United States",165
"Department of Physics, Stanford University, Stanford, 94305, CA, United States","Department of Physics, Stanford University, Stanford, 94305, CA, United States",166
"Department of Applied Physics, Stanford University, Stanford, 94305, CA, United States","Department of Physics, Stanford University, Stanford, 94305, CA, United States",166
"Department of Applied Physics, Stanford University, Stanford, CA, United States","Department of Physics, Stanford University, Stanford, 94305, CA, United States",166
"Department of Physics, Stanford University, Stanford, CA 94305-4060, United States","Department of Physics, Stanford University, Stanford, 94305, CA, United States",166
"Department of Physics, Stanford University, Stanford, CA, 94305, United States","Department of Physics, Stanford University, Stanford, 94305, CA, United States",166
"Department of Radiology, Stanford University, Stanford, 94305, CA, United States","Department of Physics, Stanford University, Stanford, 94305, CA, United States",166
"Department of Physics, University of California, Santa Barbara, 93106, CA, United States","Department of Physics, University of California, Santa Barbara, CA, United States",167
"Department of Physics, University of California, Santa Barbara, 93106-9530, CA, United States","Department of Physics, University of California, Santa Barbara, CA, United States",167
"Department of Physics, University of California, Santa Barbara, CA, United States","Department of Physics, University of California, Santa Barbara, CA, United States",167
"Department of Physics, University of California, Santa Cruz, 95060, CA, United States","Department of Physics, University of California, Santa Barbara, CA, United States",167
"Department of Physics, Worcester Polytechnic Institute, Worcester, 01609, MA, United States","Department of Physics, Worcester Polytechnic Institute, Worcester, MA 01609, United States",168
"Department of Physics, Worcester Polytechnic Institute, Worcester, MA 01609, United States","Department of Physics, Worcester Polytechnic Institute, Worcester, MA 01609, United States",168
"Efficient Power Conversion Corporation, El Segundo, CA, United States","Efficient Power Conversion Corporation, El Segundo, CA, United States",169
"Efficient Power Conversion Corporation, El Segundo, 90245, CA, United States","Efficient Power Conversion Corporation, El Segundo, CA, United States",169
"FREEDM Systems Center, North Carolina State University, Raleigh, NC, United States","FREEDM Systems Center, North Carolina State University, Raleigh, United States",170
"Freedm Systems Center, North Carolina State University, Raleigh, 27606, NC, United States","FREEDM Systems Center, North Carolina State University, Raleigh, United States",170
"FREEDM Systems Center, North Carolina State University, Raleigh, United States","FREEDM Systems Center, North Carolina State University, Raleigh, United States",170
"NSF FREEDM System Center, North Carolina State University, Raleigh, 27695, NC, United States","FREEDM Systems Center, North Carolina State University, Raleigh, United States",170
"NSF FREEDM Systems Center, North Carolina State University, Raleigh, NC, United States","FREEDM Systems Center, North Carolina State University, Raleigh, United States",170
"FREEDM Systems Center, North Carolina State University, Raleigh, 27695, NC, United States","FREEDM Systems Center, North Carolina State University, Raleigh, United States",170
"Hebei Key Laboratory of Optic-Electronic Information and Materials, College of Physics Science & Technology, Hebei University, Baoding, 071002, China","Hebei Key Laboratory of Optic-Electronic Information and Materials, College of Physics Science & Technology, Hebei University, Baoding, 071002, China",171
"Hebei Key Laboratory of Optic-Electronic Information and Materials, College of Physics Science and Technology, Hebei University, Baoding, 071002, China","Hebei Key Laboratory of Optic-Electronic Information and Materials, College of Physics Science & Technology, Hebei University, Baoding, 071002, China",171
"Lawrence Berkeley Natl Lab, Berkeley, CA, United States","Lawrence Berkeley Lab, Berkeley, CA, United States",172
"Lawrence Berkeley National Lab., Berkeley, CA, United States","Lawrence Berkeley Lab, Berkeley, CA, United States",172
"Lawrence Berkeley Lab, Berkeley, CA, United States","Lawrence Berkeley Lab, Berkeley, CA, United States",172
"E.O. Lawrence Berkeley Natl Lab, Berkeley, CA, United States","Lawrence Berkeley Lab, Berkeley, CA, United States",172
"Lawrence Livermore National Laboratory, PO Box 808, Livermore, 94550, CA, United States","Lawrence Livermore National Laboratory, PO Box 808, Livermore, 94550, CA, United States",173
"Pacific Northwest National Laboratory, Richland, WA 99352, P.O. Box 999, United States","Pacific Northwest National Laboratory, Richland, WA 99352, P.O. Box 999, United States",174
"Physical Sciences Inc., 20 New England Business Center, Andover, MA 01810-1077, United States","Physical Science Inc., 20 New England Business Center, Andover, 01810, MA, United States",175
"Physical Science Inc., 20 New England Business Center, Andover, 01810, MA, United States","Physical Science Inc., 20 New England Business Center, Andover, 01810, MA, United States",175
"Physical Sciences Inc., 20 New England Business Center, Andover, 01810, MA, United States","Physical Science Inc., 20 New England Business Center, Andover, 01810, MA, United States",175
"RCA Laboratories, Princeton, New Jersey 08540, United States","RCA Laboratories, Princeton, NJ, 08540, United States",176
"RCA Laboratories, Princeton, N. J. 08540, United States","RCA Laboratories, Princeton, NJ, 08540, United States",176
"RCA Laboratories, Princeton, NJ, 08540, United States","RCA Laboratories, Princeton, NJ, 08540, United States",176
"School of Mechanical and Materials Engineering, Washington State University, Pullman, 99164, WA, United States","School of Mechanical and Materials Engineering, Washington State University, Pullman, 99164, WA, United States",177
"Bell Laboratories, Murray Hill, NJ, 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories, Murray Hill, N.J. 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"AT&T Bell Laboratories, Murray Hill NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories, Murray Hill, NJ, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories Murray Hill, NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"AT&T Bell Laboratories, Murray, Hill, NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"ATandT Bell Laboratories, Murray Hill, NJ, 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories, Murray Hill, New Jersey, 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"AT and T Bell Laboratories Murray Hill, NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories, Murray Hill, N. J. 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories, Murray Hill N.J. 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"AT& T Bell Laboratories, Murray Hill, NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Bell Laboratories, Murray Hill, 07974, NJ, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Jr., AT&T Bell Laboratories, Murray Hill, NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"AT&T Bell Laboratories, Murray Hill., NJ, 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Jr., Bell Laboratories, Murray Hill, NJ 07974, United States","Bell Laboratories, Murray Hill, NJ, United States",178
"Brookhaven National Laboratory, Upton, NY 11973-5000, United States","Brookhaven National Laboratory, Upton, NY 11973-5000, United States",179
"Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States","Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States",180
"Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, 24061, VA, United States","Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States",180
"Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, 24060, VA, United States","Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States",180
"Department of Chemistry, University of Washington, Seattle, WA, United States","Department of Chemistry, University of Washington, Seattle, WA, United States",181
"Department of Chemistry, University of Washington, Seattle, 98105, WA, United States","Department of Chemistry, University of Washington, Seattle, WA, United States",181
"Department of Electrical and Computer Engineering, Institute for Research in Electronics and Applied Physics, University of Maryland, College Park, 20742, MD, United States","Department of Electrical and Computer Engineering, Institute for Research in Electronics and Applied Physics, University of Maryland, College Park, 20742, MD, United States",182
"Department of Electrical and Computer Engineering, Institute for Research in Electronics and Applied Physics, Joint Quantum Institute, University of Maryland, College Park, 20742, MD, United States","Department of Electrical and Computer Engineering, Institute for Research in Electronics and Applied Physics, University of Maryland, College Park, 20742, MD, United States",182
"Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, S1 3JD, United Kingdom","Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, S1 3JD, United Kingdom",183
"Department of Materials Science and Engineering, University of California Los Angeles, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California, Los Angeles, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Electrical Engineering, University of California at Los Angeles, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California, Los Angeles, Los Angeles, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California Los Angeles, Los Angeles, CA 90095, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Electrical Engineering, University of California Los Angeles, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Material Science and Engineering, University of California, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California, Los Angeles, Los Angeles, CA 90095, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Materials Science and Engineering, University of California, Los Angeles, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California, Los Angeles, CA 90024, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Material Science and Engineering, University of California, Los Angeles, CA 90095, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of California at Los Angeles, Los Angeles, CA 90095, United States","Department of Materials Science and Engineering, University of California, Los Angeles, CA, United States",184
"Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States","Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States",185
"Department of Materials Science and Engineering, University of Florida, Gainesville, 32606, FL, United States","Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States",185
"Department of Material Science and Engineering, University of Florida, Gainesville, 32611, FL, United States","Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States",185
"Department of Material Science and Engineering, University of Florida, Gainesville, FL 32611, United States","Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States",185
"Department of Materials Science and Engineering, University of Florida, Gainesville, 32611-6400, FL, United States","Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States",185
"Department of Materials Science and Engineering, University of Florida, Gainesville, Florida 32611, United States","Department of Materials Science and Engineering, University of Florida, Gainesville, FL, United States",185
"Georgia Institute of Technology, Atlanta, GA 30332, United States","Georgia Inst of Technology, Atlanta, GA, United States",186
"Georgia Inst of Technology, Atlanta, GA, United States","Georgia Inst of Technology, Atlanta, GA, United States",186
"Georgia Institute of Technology, Atlanta, United States","Georgia Inst of Technology, Atlanta, GA, United States",186
"Georgia Institute of Technology, Atlanta, GA 30332-0430, United States","Georgia Inst of Technology, Atlanta, GA, United States",186
"Massachusetts Institute of Technology, Cambridge, MA 02139, 77 Massachusetts Avenue, United States","Massachusetts Institute of Technology, Cambridge, MA 02139, 77 Mass. Avenue, United States",187
"Massachusetts Institute of Technology, Cambridge, MA 02139, 77 Mass. Avenue, United States","Massachusetts Institute of Technology, Cambridge, MA 02139, 77 Mass. Avenue, United States",187
"Massachusetts Inst. of Technology, Cambridge, MA 02139, 77 Massachusetts Avenue, United States","Massachusetts Institute of Technology, Cambridge, MA 02139, 77 Mass. Avenue, United States",187
"MIT Lincoln Laboratory, Lexington, MA, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Laboratory, Lexington, MA 02420, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Laboratory, Lexington, MA 02420-9108, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Laboratory, Lexington, MA 02173, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Laboratory, Lexington, MA, 02173, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"M.I.T. Lincoln Laboratory, Lexington, MA 02173, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Laboratory, Lexington, 02421, MA, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Laboratory, Lexington, MA 02420-9185, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"MIT Lincoln Lab, Lexington, MA, United States","MIT Lincoln Lab, Lexington, MA, United States",188
"Philips Laboratories, Briarcliff Manor, NY 10510, United States","Philips Laboratories, Briarcliff Manor, NY 10510, United States",189
"School of Materials Science and Engineering, Nanyang Technological University, Singapore, 639798, Singapore","School of Materials Science and Engineering, Nanyang Technological University, Singapore, Singapore",190
"School of Materials Science and Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639798, Singapore","School of Materials Science and Engineering, Nanyang Technological University, Singapore, Singapore",190
"School of Materials Science and Engineering, Nanyang Technological University, Singapore, Singapore","School of Materials Science and Engineering, Nanyang Technological University, Singapore, Singapore",190
"Section de Physique, Université de Genève, Geneva, Switzerland","Section de Physique, Université de Genève, Geneva, Switzerland",191
"SEMATECH, Austin, TX, United States","SEMATECH, Austin, TX, United States",192
"Air Force Research Laboratory, Space Vehicles Directorate, Kirtland AFB, 87117, NM, United States","Air Force Research Laboratory, Space Vehicles Directorate, Kirtland AFB, 87117, NM, United States",193
"Air Force Research Laboratory, Space Vehicles Directorate, Kirtland Air Force Base, NM 87117, United States","Air Force Research Laboratory, Space Vehicles Directorate, Kirtland AFB, 87117, NM, United States",193
"Air Force Research Laboratory, Space Vehicles Directorate, Kirtland Air Force Base, 87117, NM, United States","Air Force Research Laboratory, Space Vehicles Directorate, Kirtland AFB, 87117, NM, United States",193
"Center for High Technology Materials, University of New Mexico, 1313 Goddard SE, Albuquerque, 87106-4343, NM, United States","Center for High Technology Materials, University of New Mexico, 1313 Goddard St. SE, Albuquerque, 87106, NM, United States",194
"Center for High Technology Materials, University of New Mexico, 1313 Goddard St. SE, Albuquerque, 87106-4343, NM, United States","Center for High Technology Materials, University of New Mexico, 1313 Goddard St. SE, Albuquerque, 87106, NM, United States",194
"Center for High Technology Materials, University of New Mexico, 1313 Goddard St. SE, Albuquerque, 87106, NM, United States","Center for High Technology Materials, University of New Mexico, 1313 Goddard St. SE, Albuquerque, 87106, NM, United States",194
"Center for Integrated Systems, Department of Electrical Engineering, Stanford University, Stanford, CA 94305, United States","Center for Integrated Systems, Department of Electrical Engineering, Stanford University, Stanford, CA 94305, United States",195
"Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, 79409, TX, United States","Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, TX, United States",196
"Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, TX, United States","Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, TX, United States",196
"Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, TX 79409, United States","Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, TX, United States",196
"Center for Pulsed Power and Power Electronics, Texas Tech University, 1012 Boston Ave., Lubbock, 79409, TX, United States","Center for Pulsed Power and Power Electronics, Texas Tech University, Lubbock, TX, United States",196
"Department of Chemical and Biological Engineering, Princeton University, Princeton, 08544, NJ, United States","Department of Chemical and Biological Engineering, Princeton University, Princeton, NJ 08544, United States",197
"Department of Chemical and Biological Engineering, Princeton University, Princeton, NJ 08544, United States","Department of Chemical and Biological Engineering, Princeton University, Princeton, NJ 08544, United States",197
"Department of Chemistry and Biochemistry, University of Maryland, College Park, 20742, MD, United States","Department of Chemistry and Biochemistry, University of Maryland, College Park, MD 20742, United States",198
"Department of Chemistry and Biochemistry, University of Maryland, College Park, MD 20742, United States","Department of Chemistry and Biochemistry, University of Maryland, College Park, MD 20742, United States",198
"Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, 2145 Sheridan Road, United States","Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, United States",199
"Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, 2145 Sheridan Rd., United States","Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, United States",199
"Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, United States","Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, United States",199
"Department of Chemistry and the Materials Research Center, Northwestern University, Evanston, IL 60208, 2145 Sheridan Road, United States","Department of Chemistry, Materials Research Center, Northwestern University, Evanston, IL 60208-3113, United States",199
"Department of Chemistry, Michigan State University, East Lansing, 48824, MI, United States","Department of Chemistry, Michigan State University, East Lansing, 48824, MI, United States",200
"Department of Chemistry, Michigan State University, East Lansing, 48824-1322, MI, United States","Department of Chemistry, Michigan State University, East Lansing, 48824, MI, United States",200
"Department of Chemistry, Michigan State University, East Lansing, MI 48824-1322, United States","Department of Chemistry, Michigan State University, East Lansing, 48824, MI, United States",200
"Department of Chemistry, University of California, Santa Barbara, CA 93106, United States","Department of Chemistry, University of California, Santa Cruz, CA 95064, United States",201
"Department of Chemical Engineering, University of California, Santa Barbara, CA 93106, United States","Department of Chemistry, University of California, Santa Cruz, CA 95064, United States",201
"Department of Chemistry, University of California, Santa Barbara, California 93106, United States","Department of Chemistry, University of California, Santa Cruz, CA 95064, United States",201
"Department of Chemistry, University of California, Santa Cruz, CA 95064, United States","Department of Chemistry, University of California, Santa Cruz, CA 95064, United States",201
"Department of Electrical and Computer Engineering, Micro and Nanotechnology Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical and Computer Engineering, Micro and Nanotechnology Laboratory, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical and Computer Engineering, Holonyak Micro and Nanotechnology Laboratory, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical and Computer Engineering, Coordinated Science Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical and Computer Engineering, Micro and Nanotechnology Laboratory, University of Illinois at Urbana-Champaign, 208 N. Wright St., Urbana, 61801, IL, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
